User Name,Session Code,Trial Code,Unix Timestamp,Time Elapsed,Speed,X,Y,Z,Pitch,Yaw,Roll,Heading (Degrees),Heading (Cardinal),Vehicle
Alex,4rM0Fwv6,5ExqgOEA,1724797682,0.01,0.00017864356232121602,246.29966735839844,-27.000675201416016,0.0003200149512849748,8.196226553991437e-05,-86.75396728515625,-3.0517578125e-05,-86.75396728515625,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797683,0.51,3.276770296360913e-05,246.29966735839844,-27.000675201416016,0.00031688690069131553,8.196226553991437e-05,-86.75396728515625,-3.0517578125e-05,-86.75396728515625,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797683,1.0,0.0001426768084233252,246.29966735839844,-27.000675201416016,0.0003681564121507108,8.196226553991437e-05,-86.75396728515625,-3.0517578125e-05,-86.75396728515625,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797684,1.51,8.022737339620413,246.34898376464844,-27.82959747314453,0.00042297362233512104,0.37991559505462646,-86.70708465576172,0.00677635008469224,-86.70708465576172,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797684,2.01,13.269323850819834,246.47994995117188,-30.39792823791504,0.0005776214529760182,0.17859578132629395,-87.2455062866211,0.048837918788194656,-87.2455062866211,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797685,2.5,21.984573140608404,246.68809509277344,-34.41722106933594,0.0005475998041220009,0.31069162487983704,-86.86656951904297,0.006936865858733654,-86.86656951904297,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797685,3.01,27.989338726222343,246.8290252685547,-40.27695846557617,0.0005207824870012701,0.23803891241550446,-89.70014190673828,0.1555669605731964,-89.70014190673828,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797686,3.52,33.55462288587927,246.98829650878906,-47.28897476196289,0.0005274582072161138,0.2525189220905304,-87.72533416748047,-0.12329097837209702,-87.72533416748047,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797686,4.03,37.64032967475452,247.25823974609375,-55.26997756958008,0.0005137633997946978,0.20010404288768768,-87.99523162841797,-0.0343017503619194,-87.99523162841797,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797687,4.5,41.73945578951612,247.54861450195312,-63.96603012084961,0.0005118179251439869,0.1991819590330124,-88.71247100830078,0.08912316709756851,-88.71247100830078,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797687,5.03,45.92389019428116,247.9011993408203,-74.0354232788086,0.0005109786870889366,0.19715340435504913,-87.16748046875,-0.11877439171075821,-87.16748046875,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797688,5.51,48.82623328139441,248.39108276367188,-84.18767547607422,0.0005022430559620261,0.16382890939712524,-87.30785369873047,0.009167544543743134,-87.30785369873047,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797688,6.01,52.05416328907457,248.71994018554688,-95.74105072021484,0.0004987716674804688,0.15572147071361542,-90.368896484375,0.37048739194869995,-90.368896484375,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797689,6.52,55.1917619582829,248.52786254882812,-107.79904174804688,0.0004974365001544356,0.15523652732372284,-91.67233276367188,0.2006455808877945,-91.67233276367188,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797689,7.01,58.29665196306605,248.25257873535156,-120.41023254394531,0.000498542794957757,0.15542776882648468,-90.85737609863281,-0.0404052808880806,-90.85737609863281,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797690,7.52,61.13240522464179,247.72262573242188,-133.906982421875,0.0004933929303660989,0.1393904983997345,-95.10436248779297,0.5331209301948547,-95.10436248779297,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797690,8.03,63.27295040289061,246.42440795898438,-147.775390625,0.0004898834158666432,0.12682977318763733,-97.03568267822266,0.43935203552246094,-97.03568267822266,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797691,8.51,63.77493936946633,244.37640380859375,-161.45394897460938,0.00047119142254814506,0.01413166057318449,-103.91575622558594,1.1007508039474487,-103.91575622558594,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797691,9.01,60.77830123224284,240.1873321533203,-174.7379608154297,0.00041915904148481786,-0.06512585282325745,-119.6156234741211,2.303739309310913,-119.6156234741211,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797692,9.52,58.54107080119991,233.44851684570312,-186.7268524169922,0.0004434967413544655,-0.05575483292341232,-125.30123138427734,1.5084422826766968,-125.30123138427734,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797692,10.0,55.62604070796867,226.0597381591797,-196.24322509765625,0.00045955664245411754,-0.10741838067770004,-137.21060180664062,1.9256032705307007,-137.21060180664062,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797693,10.51,50.7692048315353,216.41319274902344,-203.5426483154297,0.0004211809718981385,-0.10720664262771606,-161.58865356445312,3.317312717437744,-161.58865356445312,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797693,11.02,46.561960522723716,205.75706481933594,-206.4617462158203,0.00037490861723199487,-0.073055699467659,-178.80984497070312,2.776643991470337,-178.80984497070312,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797694,11.5,47.510844712071965,195.89134216308594,-206.97506713867188,0.0005221175961196423,0.0612531341612339,-176.7929229736328,0.32850581407546997,-176.7929229736328,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797694,12.01,49.28621676604968,184.98948669433594,-207.57257080078125,0.0004924392560496926,0.09944071620702744,-178.57403564453125,0.327536404132843,-178.57403564453125,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797695,12.52,48.22433072214078,173.6399383544922,-207.14306640625,0.00043289188761264086,-0.06277626752853394,171.60641479492188,1.136110544204712,171.60641479492188,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797695,13.02,45.58518154998398,163.38601684570312,-205.44778442382812,0.0004283523594494909,-0.11166675388813019,168.03927612304688,0.6053330898284912,168.03927612304688,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797696,13.5,43.93632700419041,154.021240234375,-203.5321044921875,0.00044776915456168354,-0.06359589099884033,169.11497497558594,-0.0666808933019638,169.11497497558594,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797696,14.02,45.998715720844274,143.87509155273438,-201.86810302734375,0.0003829574561677873,0.11225415021181107,173.16014099121094,-0.4852600395679474,173.16014099121094,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797697,14.51,48.95391596095548,133.29046630859375,-200.9124298095703,0.0005760955391451716,0.15628838539123535,177.8238525390625,-0.6044310331344604,177.8238525390625,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797697,15.02,52.10973480845313,121.93124389648438,-200.72195434570312,0.0005015945062041283,0.15561902523040771,-179.147705078125,-0.4103393256664276,-179.147705078125,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797698,15.5,54.24569060836998,110.21456909179688,-200.92662048339844,0.0034049605019390583,-0.012786113657057285,-177.72518920898438,-0.49496445059776306,-177.72518920898438,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797698,16.01,52.45767455933403,98.0019302368164,-201.7555694580078,0.0003815460077021271,-0.06808332353830338,-173.1285858154297,-0.5789183974266052,-173.1285858154297,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797699,16.53,50.52117424176442,86.47084045410156,-202.93905639648438,-0.0005710982950404286,-0.045372944325208664,-176.64547729492188,0.3678038418292999,-176.64547729492188,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797699,17.0,48.19964721962966,75.67886352539062,-203.00364685058594,0.00045475008664652705,-0.10683781653642654,174.92733764648438,1.0259596109390259,174.92733764648438,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797700,17.5,45.67213719037815,65.38448333740234,-202.2288360595703,0.0004406738153193146,-0.1043994352221489,176.3754119873047,0.0058433073572814465,176.3754119873047,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797700,18.02,43.344316571325734,55.109344482421875,-201.89308166503906,0.0004345321503933519,-0.1035115122795105,-178.89393615722656,-0.5368652939796448,-178.89393615722656,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797701,18.54,42.54312234645726,45.54795455932617,-202.32083129882812,0.0004607391310855746,0.0003073585103265941,-175.461669921875,-0.4002685248851776,-175.461669921875,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797701,19.01,46.00556638338214,35.98101806640625,-202.9771270751953,0.0009850692003965378,0.15805739164352417,-177.145751953125,0.11689840257167816,-177.145751953125,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797702,19.51,48.924100996598305,25.427297592163086,-203.4583282470703,0.0004811477556359023,0.15976494550704956,-177.48985290527344,0.037048496305942535,-177.48985290527344,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797702,20.01,49.019413166330075,14.077402114868164,-204.09022521972656,0.00045269011752679944,-0.02087305672466755,-175.89935302734375,-0.1687011867761612,-175.89935302734375,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797703,20.52,46.980055191264576,3.4737935066223145,-204.85421752929688,0.0004372787370812148,-0.08819139748811722,-175.72586059570312,-0.0477294921875,-175.72586059570312,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797703,21.02,44.95837710725132,-6.608469486236572,-205.50991821289062,0.0004385757492855191,-0.08438698202371597,-177.4791717529297,0.21430276334285736,-177.4791717529297,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797704,21.51,46.18580287022814,-16.69641876220703,-205.79534912109375,0.0004764175391755998,0.06514634191989899,-179.6037139892578,0.25135165452957153,-179.6037139892578,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797704,22.04,44.6252262922609,-27.23974609375,-205.8024139404297,0.0004378509474918246,-0.08108799904584885,179.21238708496094,0.17416776716709137,179.21238708496094,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797705,22.52,42.22663868134412,-37.023765563964844,-205.54159545898438,0.0004323196189943701,-0.10454969853162766,177.14012145996094,0.2575780153274536,177.14012145996094,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797705,23.0,40.64894580170664,-45.690853118896484,-204.94113159179688,0.00044349668314680457,-0.06442233920097351,174.09738159179688,0.3978598713874817,174.09738159179688,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797706,23.51,40.92519273748291,-55.05026626586914,-203.53868103027344,0.0004666518943849951,0.02013539709150791,167.4097900390625,0.763080894947052,167.4097900390625,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797706,24.02,41.75758043233726,-63.92973327636719,-200.72164916992188,0.000474281347123906,0.05932018905878067,154.2908172607422,1.469694972038269,154.2908172607422,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797707,24.5,42.992448125768824,-71.71540832519531,-195.98880004882812,0.00047489171265624464,0.0879250168800354,139.11361694335938,1.853345513343811,139.11361694335938,S,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797707,25.02,44.60768288057981,-78.48126220703125,-188.75979614257812,0.000482444855151698,0.10861366242170334,121.97233581542969,2.0987815856933594,121.97233581542969,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797708,25.52,46.7329621031558,-83.00618743896484,-179.73464965820312,0.0004756928246933967,0.14200645685195923,106.58525848388672,1.9697225093841553,106.58525848388672,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797708,26.02,47.62869419678012,-85.77312469482422,-169.14117431640625,0.00046653751633130014,0.019978301599621773,100.26151275634766,0.9983857870101929,100.26151275634766,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797709,26.51,45.85320407621977,-87.36450958251953,-159.15646362304688,0.0004505538963712752,-0.060453999787569046,95.57384490966797,0.7597624063491821,95.57384490966797,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797709,27.0,47.47826867201377,-87.85868072509766,-149.10647583007812,-0.0006656646728515625,0.04337169975042343,88.87833404541016,0.8070012927055359,88.87833404541016,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797710,27.51,50.19996950619175,-87.57039642333984,-138.21510314941406,-0.02743537910282612,-0.00717169838026166,87.31940460205078,0.3034825026988983,87.31940460205078,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797710,28.02,53.43689482021901,-87.05931091308594,-126.02693939208984,-0.05379321798682213,-0.08264528214931488,88.05657196044922,-0.1337890774011612,88.05657196044922,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797711,28.53,56.66095473268284,-86.7084732055664,-113.85206604003906,-0.21213851869106293,-0.8936141133308411,89.02009582519531,-0.1290283054113388,89.02009582519531,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797711,29.02,58.77145328792937,-86.61811065673828,-101.05596160888672,-0.4916388988494873,-1.244624376296997,90.88148498535156,-0.280303955078125,90.88148498535156,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797712,29.52,57.68978704062763,-86.56586456298828,-87.14764404296875,-0.7864284515380859,-0.9145212769508362,86.89704895019531,0.5524169206619263,86.89704895019531,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797712,30.0,56.159477301136775,-85.7413101196289,-75.76548767089844,-0.8716869950294495,-0.0821261927485466,83.56986236572266,0.5755094885826111,83.56986236572266,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797713,30.53,53.928072117280834,-84.59833526611328,-62.65542984008789,-0.7674852013587952,0.7648172378540039,87.44216918945312,-0.4456176459789276,87.44216918945312,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797713,31.02,51.788320245435465,-84.39358520507812,-50.97865295410156,-0.5905022621154785,0.7621944546699524,91.99886322021484,-0.5792540907859802,91.99886322021484,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797714,31.5,49.849687872250456,-84.65699005126953,-39.91718292236328,-0.42803847789764404,0.7615182399749756,90.88578033447266,0.026406297460198402,90.88578033447266,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797714,32.02,47.19132582217993,-84.70512390136719,-28.745296478271484,-0.2620529234409332,0.6718856692314148,89.00810241699219,0.06505931913852692,89.00810241699219,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797715,32.51,45.96124716340887,-84.55594635009766,-18.740495681762695,-0.1341037005186081,0.5508820414543152,89.42688751220703,-0.062042199075222015,89.42688751220703,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797715,33.02,46.666836852631086,-84.5368423461914,-8.008258819580078,-0.0395938865840435,0.1910950243473053,90.77020263671875,-0.1395568996667862,90.77020263671875,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797716,33.5,46.401307020269165,-84.72675323486328,2.003085136413574,-0.005227928049862385,0.12507441639900208,91.24542999267578,-0.0424499437212944,91.24542999267578,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797716,34.01,44.62371905448784,-84.80348205566406,12.143467903137207,0.00797473918646574,0.040380075573921204,89.2391586303711,0.18460117280483246,89.2391586303711,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797717,34.5,43.80335111239052,-84.71429443359375,21.907150268554688,0.042974282056093216,0.5758600234985352,90.11461639404297,0.05460468307137489,90.11461639404297,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797717,35.02,44.42274356009989,-84.85818481445312,32.245418548583984,0.1450454741716385,1.103758454322815,91.2419662475586,-0.05276494473218918,91.2419662475586,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797718,35.53,47.08909895665843,-84.91361236572266,42.44599533081055,0.3634037375450134,1.7144252061843872,89.3868637084961,0.14226441085338593,89.3868637084961,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797718,36.01,49.65961637097629,-84.93864440917969,53.152767181396484,0.6642494201660156,1.5312873125076294,91.36321258544922,-0.16744986176490784,91.36321258544922,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797719,36.52,50.87312032597327,-85.23109436035156,64.54728698730469,0.8308129906654358,0.344664990901947,90.67029571533203,0.1356082707643509,90.67029571533203,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797719,37.01,49.31194956761071,-84.9005355834961,75.3649673461914,0.7947673797607422,-0.7300993800163269,83.76655578613281,0.8911258578300476,83.76655578613281,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797720,37.51,50.47920795361784,-83.59361267089844,86.29881286621094,0.609381377696991,-0.9501680731773376,81.85469055175781,0.4967416524887085,81.85469055175781,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797720,38.02,52.92553002442581,-82.11235046386719,98.10731506347656,0.39882269501686096,-0.9094259738922119,84.437744140625,-0.17999260127544403,84.437744140625,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797721,38.5,52.59098946031062,-81.25023651123047,109.435302734375,0.20621192455291748,-0.842189610004425,88.33028411865234,-0.5141602158546448,88.33028411865234,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797721,39.01,52.796455698172785,-81.17494201660156,121.74931335449219,0.0584341399371624,-0.41054898500442505,92.37274932861328,-0.6014403104782104,92.37274932861328,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797722,39.51,53.952025450098816,-81.77655029296875,133.48011779785156,0.03011188469827175,-0.011905019171535969,94.08818817138672,-0.33551025390625,94.08818817138672,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797722,40.02,55.21340725803244,-82.49781799316406,145.584228515625,0.003740768413990736,-0.08050743490457535,91.39490509033203,0.3398517966270447,91.39490509033203,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797723,40.51,54.88415287805452,-82.44329071044922,157.81192016601562,3.51715279975906e-05,-0.007233169861137867,85.71820068359375,0.8421732187271118,85.71820068359375,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797723,41.01,53.50464622672573,-80.83576202392578,170.20814514160156,0.0004471207212191075,-0.04159585013985634,73.99748229980469,1.6626137495040894,73.99748229980469,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797724,41.51,50.314338918063356,-76.75318145751953,180.8765411376953,0.0004350664094090462,-0.0736021175980568,54.58295440673828,2.717785596847534,54.58295440673828,E,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797724,42.02,48.7611521218083,-69.70794677734375,189.29710388183594,0.0004258729750290513,0.03176720812916756,36.42002487182617,2.690490245819092,36.42002487182617,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797725,42.52,50.945940339050864,-60.69373321533203,195.63487243652344,0.0005037689697928727,0.12882418930530548,29.867591857910156,1.3044673204421997,29.867591857910156,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797725,43.01,53.15007522959573,-50.49139404296875,201.01710510253906,0.0005017471848987043,0.11043732613325119,21.492826461791992,1.297608733177185,21.492826461791992,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797726,43.52,52.49138826314259,-39.009552001953125,204.49647521972656,0.00044971477473154664,0.01011550985276699,5.522407531738281,2.15505313873291,5.522407531738281,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797726,44.02,52.227669725644105,-27.293413162231445,205.0375518798828,0.0004464340745471418,0.04136362299323082,-6.194797992706299,1.8677729368209839,-6.194797992706299,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797727,44.53,54.09312173217772,-15.442770957946777,203.80825805664062,0.0004998016520403326,0.10298558324575424,-6.57459020614624,0.35326874256134033,-6.57459020614624,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797727,45.02,55.52829638726415,-3.260746479034424,202.75045776367188,0.00048202514881268144,0.07113641500473022,-1.8682861328125,-0.5771788358688354,-1.8682861328125,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797728,45.5,57.304656939226405,8.835325241088867,202.6222381591797,0.0004856872546952218,0.10472045093774796,2.71354603767395,-0.729522705078125,2.71354603767395,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797728,46.02,59.85667313693312,22.16036605834961,203.3567352294922,0.0004898834158666432,0.12709614634513855,4.293567180633545,-0.2938232421875,4.293567180633545,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797729,46.51,59.948893025445024,35.688560485839844,203.69102478027344,0.028849562630057335,0.40311774611473083,-4.881319999694824,1.1105865240097046,-4.881319999694824,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797729,47.01,57.59272166622933,48.60224151611328,202.481201171875,0.17827792465686798,0.8484187126159668,-7.615760326385498,0.530133068561554,-7.615760326385498,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797730,47.5,55.25550637148015,60.894691467285156,201.3275909423828,0.4300522804260254,1.2132259607315063,-1.130371332168579,-0.7644348740577698,-1.130371332168579,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797730,48.01,52.80976255493293,73.2337875366211,201.45675659179688,0.7072233557701111,1.187530755996704,4.761732578277588,-0.7574461698532104,4.761732578277588,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797731,48.5,50.97132296969081,84.51925659179688,202.17762756347656,0.9583834409713745,1.2111085653305054,1.8975950479507446,0.25822797417640686,1.8975950479507446,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797731,49.01,49.06904964288003,95.86897277832031,202.23292541503906,1.210898756980896,1.220418095588684,-2.481628894805908,0.4896547496318817,-2.481628894805908,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797732,49.51,45.83070608786736,106.52644348144531,201.79432678222656,1.4480363130569458,1.1559821367263794,-2.55218505859375,0.03755766898393631,-2.55218505859375,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797732,50.02,43.626577778265826,116.75636291503906,201.51466369628906,1.6756757497787476,1.2001324892044067,0.4920305907726288,-0.3467101454734802,0.4920305907726288,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797733,50.5,44.33250196018948,126.1978759765625,201.7600555419922,1.8857661485671997,1.3408479690551758,2.2734322547912598,-0.12182614207267761,2.2734322547912598,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797733,51.02,47.110468131359006,136.5798797607422,201.9673614501953,2.1167595386505127,1.3893765211105347,-0.0757140964269638,0.19727036356925964,-0.0757140964269638,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797734,51.51,48.12709772822681,147.38577270507812,202.02197265625,2.3571600914001465,1.3004474639892578,0.4468381404876709,0.011288825422525406,0.4468381404876709,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797734,52.01,45.482780948420164,157.94610595703125,201.96347045898438,2.592644691467285,1.1672656536102295,-1.9962464570999146,0.2972625494003296,-1.9962464570999146,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797735,52.52,42.8336097704564,167.70697021484375,201.38290405273438,2.782959222793579,0.6295111775398254,-5.879123687744141,0.5020808577537537,-5.879123687744141,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797735,53.01,41.64314971546444,176.82174682617188,200.193603515625,2.843874216079712,-0.021453622728586197,-10.022079467773438,0.5134265422821045,-10.022079467773438,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797736,53.51,43.831506056793884,186.07872009277344,198.19577026367188,2.7822582721710205,-0.6523445248603821,-16.11829948425293,0.7314871549606323,-16.11829948425293,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797736,54.01,45.56706739942683,195.6527862548828,194.85040283203125,2.594431161880493,-1.10708487033844,-24.520545959472656,1.0594598054885864,-24.520545959472656,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797737,54.51,44.187691551799745,204.58607482910156,190.39349365234375,2.390058755874634,-1.2196053266525269,-29.571069717407227,0.693152666091919,-29.571069717407227,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797737,55.01,42.408685665962246,212.99269104003906,185.45236206054688,2.1920433044433594,-1.2206367254257202,-33.1790657043457,0.5500627160072327,-33.1790657043457,N,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797738,55.52,43.50111574580191,220.69517517089844,179.4899444580078,1.9972898960113525,-1.0699081420898438,-45.042396545410156,1.3384959697723389,-45.042396545410156,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797738,56.01,44.08870308831113,226.9227752685547,172.1006622314453,1.8042958974838257,-1.1188942193984985,-58.68423843383789,1.7791293859481812,-58.68423843383789,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797739,56.5,43.79495928851135,231.35946655273438,163.78305053710938,1.614917516708374,-1.1520957946777344,-67.6732406616211,1.3203428983688354,-67.6732406616211,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797739,57.01,44.21686351399878,234.8822021484375,154.394287109375,1.411521553993225,-1.140381932258606,-73.05393981933594,0.7523409128189087,-73.05393981933594,W,Dodge Charger 2020
Alex,4rM0Fwv6,5ExqgOEA,1724797740,57.5,45.353410058621165,237.44056701660156,144.98025512695312,1.2133755683898926,-1.0745253562927246,-77.87577056884766,0.5449173450469971,-77.87577056884766,W,Dodge Charger 2020
